country,year,NY.GDP.MKTP.KD,ST.INT.RCPT.CD,ST.INT.ARVL,SP.POP.TOTL,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NE.TRD.GNFS.ZS,FP.CPI.TOTL.ZG,PA.NUS.FCRF,IS.AIR.PSGR
Bulgaria,2006,42792243672.1494,3317000000.0,7499000.0,7601022,8.951,32.0563353125989,111.04746275381,7.26159462769945,1.55926666666667,808451.0
Bulgaria,2005,40066672613.315,3063000000.0,7282000.0,7658972,10.083,27.7396716608631,99.7142112127381,5.03883807111902,1.57413333333333,653703.0
Bulgaria,2004,37425778955.007,2796000000.0,6982000.0,7716860,12.037,23.4333521102503,93.063897964183,6.14713074246274,1.57510891666667,476277.0
Bulgaria,2003,35138136847.8786,2051000000.0,6241000.0,7775327,13.733,22.0741733883245,79.0138853713575,2.34864169582755,1.73270166666667,310952.0
Bulgaria,2002,33389478557.9651,1392000000.0,5563000.0,7837161,18.11,20.5290208799206,75.2696110143524,5.81014365721825,2.076975,62798.0
Bulgaria,2001,31537611700.0659,1262000000.0,5104000.0,8009142,19.921,21.3510717892793,79.0813687477668,7.36093927231843,2.18470833333333,233963.0
Bulgaria,2000,30376118719.9264,1364000000.0,4922000.0,8170172,16.218,19.0461434857678,77.7457041594489,10.316262128999,2.123275,535246.0
Switzerland,2023,800682383958.149,,,8888093,4.043,25.9871467150257,135.32000224909,2.13540088016377,0.89849,
Switzerland,2022,795248228754.84,,,8777088,4.122,24.8173430933187,138.500698753519,2.8350279864446,0.9548325,
Switzerland,2021,771755519734.1,,,8704546,5.013,26.1555657203382,130.016261288489,0.581814168489858,0.913845833333333,10988881.272
Switzerland,2020,731108655210.761,9994000000.0,,8638167,4.817,29.5787498388343,121.785978141921,-0.725874933313387,0.938965,9009607.2
Switzerland,2019,747109782755.794,21257000000.0,11818000.0,8575280,4.394,26.4377930438681,124.127612180467,0.362886179940615,0.993709166666667,30339654.0
Switzerland,2018,738674254331.744,21294000000.0,11715000.0,8514329,4.713,25.7344532320312,124.428504325808,0.936335464113563,0.977891666666667,28857994.0
Switzerland,2017,718132464454.115,20399000000.0,11133000.0,8451840,4.797,26.0443143039171,123.621807421715,0.533787839825897,0.984691666666667,26732570.0
Switzerland,2016,708477337740.424,19787000000.0,10402000.0,8373338,4.918,25.561928395454,123.565924513577,-0.434618664285838,0.985394394244835,25859918.0
Switzerland,2015,694118186379.628,20140000000.0,9305000.0,8282396,4.801,25.0748632817703,117.138482368571,-1.14390867228183,0.962381328004354,27011762.0
Switzerland,2014,682887235059.834,21358000000.0,9158000.0,8188649,4.826,25.553196003641,120.213423194635,-0.0132025387514989,0.916151047283613,27923164.0
Switzerland,2013,667208623614.234,20236000000.0,8967000.0,8089346,4.747,25.1549339552027,133.693708414477,-0.217323155115691,0.926903547758285,27503416.0
Switzerland,2012,655461804171.543,19564000000.0,8566000.0,7996861,4.491,26.66022900376,126.453860464505,-0.692552018105286,0.937684480709349,26386306.6034666
Switzerland,2011,647822334336.491,20809000000.0,8534000.0,7912398,4.409,28.4924187348254,125.556273159907,0.231349207650933,0.888042028223281,24866065.0
Switzerland,2010,636285783946.788,17883000000.0,8628000.0,7824909,4.808,25.8955592380437,120.065123781818,0.688238707220029,1.04290564573352,22146864.0
Switzerland,2009,616296830083.857,17023000000.0,8294000.0,7743831,4.109,28.3419894943657,109.775984764795,-0.480481936423277,1.08814169630268,14701206.0
Switzerland,2008,630788402145.885,18016000000.0,8608000.0,7647675,3.35,27.4120262151199,116.778000147488,2.42604117060157,1.08309,14352757.0
Switzerland,2007,613559745174.533,14934000000.0,8448000.0,7551117,3.641,26.7888145984599,113.331857768509,0.73235060312225,1.20036583333333,12298456.0
Switzerland,2006,590436050732.85,12961000000.0,7863000.0,7483934,3.995,27.9189340638126,106.245154784945,1.05950928324802,1.25384333333333,10647142.0
Switzerland,2005,567325325069.244,11914000000.0,7229000.0,7437115,4.437,27.1892191875479,102.261172141836,1.17195420333702,1.24517666666667,9662619.0
Switzerland,2004,552143052490.049,11217000000.0,,7389625,4.316,24.548464470039,95.5170944588529,0.802908730955232,1.24349583333333,9287315.0
Switzerland,2003,537618173222.303,10427000000.0,6530000.0,7339001,4.117,25.9844181861728,90.3354963143961,0.638272930887198,1.34665083333333,10118096.0
Switzerland,2002,537792409495.674,9198000000.0,6868000.0,7284753,2.924,26.2149402183817,91.7818508640225,0.642711506543279,1.5586075,13295500.0
Switzerland,2001,538186454855.434,9392000000.0,7455000.0,7229854,2.49,27.695136995311,96.0398378851633,0.989020329832542,1.687615,16914823.0
Switzerland,2000,529837998914.444,9058000000.0,7821000.0,7184250,2.658,27.2341910868659,97.9368562124093,1.5585291967901,1.6888425,17268093.0
Cyprus,2023,29983292283.1747,,,1344976,6.098,20.6412484701255,193.268619207237,3.54134188751658,0.924839558470698,
Cyprus,2022,29176869929.2316,,,1331370,6.806,20.2707981671201,207.632427046376,8.39548297993332,0.949623753156941,
Cyprus,2021,27215993570.0299,,,1317309,7.513,19.6456822415145,176.82773681987,2.44608867175474,0.84549413889045,103016.0
Cyprus,2020,24433464399.3925,663000000.0,,1302247,7.755,20.6514604375024,160.66871645997,-0.638422797978945,0.875506396987998,104559.0
Cyprus,2019,25246562822.6821,3245000000.0,4117000.0,1286671,7.155,19.4941688880243,150.506169561162,0.250370996758475,0.893276257067409,395436.0
Cyprus,2018,23845497750.3008,3449000000.0,4024000.0,1270737,8.504,18.9464656052082,147.623567410054,1.43549119531763,0.846772667108111,401408.0
Cyprus,2017,22438246417.1514,3274000000.0,3750000.0,1254275,11.155,20.3824581997576,148.013355558135,0.531766496174477,0.885205508269372,711554.0
Cyprus,2016,21218032913.0554,2870000000.0,3286000.0,1237112,13.006,17.0541463112928,139.022098457248,-1.42916666666665,0.903421436257263,224653.0
Cyprus,2015,19909278416.8575,2525664306.64063,2780000.0,1219502,15.026,13.3226795380088,137.276426477193,-2.09699769053113,0.901296423367096,23405.0
Cyprus,2014,19251098679.0346,2924000000.0,2558000.0,1201801,16.277,13.1877395604674,130.84436307939,-1.35498885446316,0.752728196932603,688368.0
Cyprus,2013,19599191826.1408,2930000000.0,2626000.0,1183895,16.131,12.5650583420074,120.926200639389,-0.399357676464379,0.752945122701996,1211208.0
Cyprus,2012,20981332378.0944,2603000000.0,2635000.0,1165397,12.097,15.8177899862593,112.344273297273,2.38905410042318,0.778338120416812,1285976.0
Cyprus,2011,21730464390.338,2603000000.0,2626000.0,1146493,7.942,18.548122111534,110.617136857424,3.28944939564209,0.718413898653317,1263117.0
Cyprus,2010,21640286747.1052,2137000000.0,2450000.0,1127816,6.359,23.6867268786643,108.901699269523,2.43004084102254,0.754308990105961,1583627.0
Cyprus,2009,21157334409.9038,2476000000.0,2370000.0,1109371,5.594,22.5317717896077,102.7910918992,0.3262766522498,0.716957702016136,1943949.0
Cyprus,2008,21592439785.3329,3232000000.0,2631000.0,1091026,3.756,28.6449277573261,112.925930874708,4.66900841902485,0.679922680042729,2111205.0
Cyprus,2007,20832674395.6686,3107000000.0,2671000.0,1072714,3.946,24.0710075269171,111.275122844623,2.37265183669719,0.426125,2071648.0
Cyprus,2006,19822098963.1388,2692007568.35938,2629000.0,1054418,4.593,24.3137543872675,109.806498040343,2.30468732978555,0.458915946916667,1944138.0
Cyprus,2005,18929789645.9549,2644000000.0,2657000.0,1036151,5.481,22.2094374377754,111.917065271958,2.56016132330234,0.464070507161667,1920516.0
Cyprus,2004,18053648327.3531,2552000000.0,2478000.0,1017875,4.77,21.8649074462916,113.903613489207,2.28621706801675,0.46860055225,2013254.0
Cyprus,2003,17189649730.2275,2325000000.0,2416000.0,999590,4.153,19.49832670211,114.004632981485,4.13906538686858,0.517443261666667,1882981.0
Cyprus,2002,16750240728.3241,2178000000.0,2495000.0,981440,3.336,20.2817486986233,123.64133212338,2.80115505180746,0.610659989666667,1704780.0
Cyprus,2001,16149016881.4093,2203000000.0,2841000.0,964127,4.043,17.7345535252016,131.849067868114,1.97304191729914,0.643107026158333,1503427.0
Cyprus,2000,15534986805.8031,2137000000.0,2912000.0,947667,4.766,20.4291577976899,137.494903248556,,0.622409116666667,1396076.0
Czechia,2023,220015846842.127,,,10864042,2.579,28.0166851129247,132.956943913575,10.6612601372426,22.1980833333333,
Czechia,2022,220137498830.73,,,10672118,2.224,31.0333010301464,144.011494109397,15.1001651468372,23.357,
Czechia,2021,214043320221.167,,,10505772,2.803,28.1285338444502,137.378116302868,3.83984491500143,21.6781666666667,1418032.0
Czechia,2020,205753475017.539,3890000000.0,,10697858,2.55,24.7302051809802,128.780430305965,3.16129528497808,23.21025,929888.181
Czechia,2019,217279912681.73,7967000000.0,37202000.0,10671870,2.015,26.171850655873,138.154609993871,2.84787595918044,22.93225,5446163.2
Czechia,2018,209798950825.42,8283000000.0,36268000.0,10629928,2.246,25.6426079021172,145.141717890789,2.14949494949498,21.7299166666667,8851291.0
Czechia,2017,204024435232.921,7695000000.0,34701000.0,10594438,2.893,25.0897410946251,147.750834854762,2.45053398460141,23.3763333333333,5450671.0
Czechia,2016,193988322685.058,7041000000.0,32519000.0,10566332,3.952,25.0750046974725,148.547004664435,0.683504209385646,24.4399166666667,4048658.0
Czechia,2015,189107698561.919,6766000000.0,29604000.0,10546059,5.048,26.9686249210792,154.018400997633,0.309364548495,24.59875,3378028.0
Czechia,2014,180173337874.854,7614000000.0,27166000.0,10525347,6.108,25.3494353917128,156.415122826886,0.343988589646766,20.7575,5009995.0
Czechia,2013,176216894659.909,7792000000.0,26332000.0,10514272,6.953,24.3768606031502,145.502230624961,1.43829787234044,19.5705833333333,5186676.0
Czechia,2012,176290606021.546,8174000000.0,25750000.0,10510785,6.979,25.6688421143623,145.480195396935,3.28762306610406,19.5775,3594882.0
Czechia,2011,177659773382.538,8930000000.0,22810000.0,10496088,6.712,26.6053370220652,136.750855542438,1.91721913635551,17.6959166666667,4902816.0
Czechia,2010,174565802522.079,8068000000.0,21941000.0,10474410,7.281,26.7312876523202,126.756480116798,1.47272727272724,19.09825,5145187.0
Czechia,2009,169952170270.619,8164000000.0,23285000.0,10443936,6.662,26.3978882297703,113.049254784875,1.01937735329231,19.063,5048360.0
Czechia,2008,178518044754.249,9228000000.0,21850000.0,10384603,4.392,30.9994095449633,123.904809929948,6.35866380152373,17.0716666666667,4974879.0
Czechia,2007,173973393346.007,7803000000.0,22625000.0,10298828,5.316,32.1072107272958,129.876739504889,2.85312437211175,20.2936666666667,4869586.0
Czechia,2006,164921158024.599,6702000000.0,25102000.0,10238905,7.141,30.0796940275085,127.051015055016,2.53399258343634,22.5955833333333,4921600.0
Czechia,2005,154676655549.654,5772000000.0,24747000.0,10211216,7.927,29.2856028582089,121.191287316105,1.8570978910922,23.9574166666667,4706226.0
Czechia,2004,145406922288.089,4931000000.0,23808000.0,10197101,8.298,29.8242716361965,113.173975970415,2.76010781671157,25.69975,4219478.0
Czechia,2003,138831395778.178,4069000000.0,20108000.0,10193998,7.777,29.5495865624593,94.6468600665608,0.118739205526788,28.209,3391474.0
Czechia,2002,134395228572.192,3376000000.0,,10196916,7.28,30.4816181826653,90.8792715456582,1.90298097019032,32.7385183333333,2808793.0
Czechia,2001,132391536300.246,,,10216605,8.128,32.0060318555442,98.5368737300189,4.66267556988253,38.0353283333333,2565808.0
Czechia,2000,128638858401.092,,,10255063,8.764,31.8350210442972,97.4983956327874,3.77538829151735,38.5984166666667,2229216.0
Germany,2023,3692366831839.57,,,83901923,3.068,21.6725400485002,82.7991064495705,5.94643667725828,0.924839558470698,
Germany,2022,3702230996915.75,,,83797985,3.12,23.0210554269889,89.0641273695259,6.87257438551096,0.949623753156941,
Germany,2021,3652205602904.36,,,83196078,3.594,22.4613894888017,80.15661805106,3.0666666666667,0.84549413889045,33073180.0
Germany,2020,3522914639711.92,,12449000.0,83160871,3.881,21.6667343069671,72.9932572283324,0.144877925813963,0.875506396987998,25758450.0
Germany,2019,3673343090742.63,58372000000.0,39563000.0,83092962,3.163,21.3000724211289,79.1337471144706,1.44565976888253,0.893276257067409,109633750.727
Germany,2018,3637409365502.55,59446000000.0,38881000.0,82905782,3.384,21.4705359458837,79.227659692288,1.73216879766948,0.846772667108111,109796202.17431
Germany,2017,3597248136567.34,55750000000.0,37452000.0,82657002,3.781,20.5132823593337,77.5666369468435,1.50949485109622,0.885205508269372,114160685.0
Germany,2016,3502129441295.12,52234000000.0,35555000.0,82348669,4.104,19.7348651955033,75.9845875141969,0.491747008445213,0.903421436257263,116713587.0
Germany,2015,3423568450957.03,50669000000.0,34970000.0,81686611,4.612,19.4617989726638,77.791356764377,0.514426137125455,0.901296423367096,117222850.0
Germany,2014,3367906395564.59,58721000000.0,32999000.0,80982500,4.979,20.1582154450165,76.8303312709159,0.906794000434214,0.752728196932603,112353098.59355
Germany,2013,3296391224293.45,55486000000.0,31545000.0,80645605,5.316,19.8107614184872,77.5643815741748,1.50472330251882,0.752945122701996,109062321.51578
Germany,2012,3283708733632.98,51626000000.0,30411000.0,80425823,5.372,19.5041030145909,79.3004877909427,2.00848884782953,0.778338120416812,105978474.526384
Germany,2011,3268207907175.76,53465000000.0,28374000.0,80274983,5.967,21.2927749735244,78.4073134605377,2.07517283735874,0.718413898653317,107042775.791182
Germany,2010,3149837977323.93,49116000000.0,26875000.0,81776930,7.043,19.5556676834629,73.8626407651201,1.1038103778926,0.754308990105961,97330734.2807591
Germany,2009,3024422218192.68,47499000000.0,24220000.0,81902307,7.88,18.036009892299,66.1152685310257,0.312739007368444,0.716957702016136,103396735.0
Germany,2008,3201977118076.66,53402000000.0,24884000.0,82110097,7.508,20.898952766365,76.1014102128448,2.6283798163722,0.679922680042729,107941584.0
Germany,2007,3173089211903.54,49320000000.0,24421000.0,82266372,8.732,20.7873433455798,74.8838416816798,2.29834400700951,0.729672399984083,106101747.0
Germany,2006,3083959477646.31,45560000000.0,23569000.0,82376451,10.277,19.897946566207,72.7591934646234,1.57742642840562,0.796432730949102,99647314.0
Germany,2005,2969464751855.67,40518000000.0,21500000.0,82469422,11.193,18.7355259254163,66.9531024934321,1.54691114751329,0.803800192161442,90788848.0
Germany,2004,2943395181479.31,36417000000.0,20137000.0,82516260,10.727,19.0213864564072,62.9064909465164,1.66573696655992,0.803921647747618,82099657.0
Germany,2003,2909575202980.57,30129000000.0,18399000.0,82534176,9.779,19.5766263092364,58.9145442942507,1.03422218628562,0.88404792718493,72693124.0
Germany,2002,2925076029437.79,26717000000.0,17969000.0,82488495,8.482,20.151752302821,58.3325687248129,1.42080615551526,1.05755899623965,61889678.0
Germany,2001,2931769559083.27,24182000000.0,17861000.0,82349925,7.773,22.7645716524028,59.5592863682118,1.98385731334472,1.11653308564462,56389365.0
Germany,2000,2884562511081.11,24943000000.0,18983000.0,82211508,7.917,23.9639660790924,59.1955992975405,1.4402683871974,1.08270508132602,57962865.0
Denmark,2023,364524261929.185,,,5946952,5.094,22.8265168619473,127.768567480091,3.30517811237605,6.88970258583334,
Denmark,2022,355650135426.456,,,5903037,4.434,24.6939180177246,131.54315114232,7.69656699889264,7.0761518625,
Denmark,2021,350255593092.935,,,5856733,5.043,23.6020021691337,111.414043682799,1.85304543989681,6.2871130825,
Denmark,2020,326176991232.295,,15595000.0,5831404,5.637,22.7626532555055,104.433432671151,0.420711974110097,6.54215220416667,
Denmark,2019,332088518944.146,,33093000.0,5814422,5.018,21.8859998750194,111.891475065653,0.758131572511616,6.669446615,
Denmark,2018,326500781502.599,9097000000.0,30801000.0,5793636,5.131,22.5323146804877,108.813985501909,0.813609467455621,6.31461878666667,
Denmark,2017,320538736986.013,8508000000.0,30736000.0,5764980,5.833,21.9568242214893,104.215676920442,1.14713216957606,6.60289346561404,
Denmark,2016,311032111297.516,7494000000.0,28692000.0,5728010,5.989,21.680712423112,101.452783808643,0.25000000000002,6.73171825724638,
Denmark,2015,301758922337.637,6685000000.0,28209000.0,5683483,6.278,20.5435311718122,105.130362453899,0.452034153691592,6.72790683129629,
Denmark,2014,295539545106.694,7617000000.0,28070000.0,5643475,6.925,20.1482030437865,103.210859225139,0.564020540449519,5.61246666666667,
Denmark,2013,291810211099.295,6490000000.0,26516000.0,5614932,7.384,19.3525146403367,103.612813249189,0.789071780078059,5.61631168617622,
Denmark,2012,287802068160.374,6135000000.0,26402000.0,5591572,7.798,19.2269717517509,104.362280505171,2.39791485664643,5.79247553703916,
Denmark,2011,287817703286.122,6366000000.0,25811000.0,5570572,7.769,18.9874945831856,102.012930474308,2.75868226051242,5.36871153508772,
Denmark,2010,284093791186.593,5704000000.0,26730000.0,5547683,7.746,17.8221551141916,94.3877282319057,2.31092436974793,5.624075,
Denmark,2009,279666951317.258,5617000000.0,26571000.0,5523095,6.409,19.0326255602397,89.3948566562728,1.30470991024336,5.36086666666667,
Denmark,2008,294307201413.926,6281000000.0,26870000.0,5493621,3.683,24.0357328016323,104.470310168489,3.41626794258373,5.09813083333334,
Denmark,2007,295540131122.49,5978000000.0,27138000.0,5461438,3.801,25.231367727118,100.047674594039,1.69326586220316,5.44370083333334,
Denmark,2006,292651155542.909,5562000000.0,26936000.0,5437272,3.897,24.2627515456151,97.4298607727841,1.92422138464594,5.94677833333334,
Denmark,2005,281892753289.031,5293000000.0,26927000.0,5419432,4.83,22.1713094338111,89.3987952460671,1.81781458291254,5.99691,
Denmark,2004,275394519880.793,5652000000.0,22054000.0,5404523,5.204,21.6460819600503,82.0077308240144,1.15435693124932,5.99105666666667,6428701.0
Denmark,2003,267955142440.516,5271000000.0,21119000.0,5390574,5.398,20.885998901756,80.7613001763544,2.07507820646508,6.58767333333333,5886037.0
Denmark,2002,266778406880.15,4791000000.0,,5375931,4.274,21.256815503883,84.4845925538271,2.42443661219696,7.89471416666666,6322432.0
Denmark,2001,265566018286.991,4003000000.0,,5358783,4.164,21.7493884508849,83.922664599029,2.33787000255262,8.3228175,6382092.0
Denmark,2000,263066798869.213,3671000000.0,,5339616,4.476,22.2944061771116,83.0420859548864,2.90328203236453,8.08314416666667,5922623.0
Spain,2023,1381292228958.21,,,48347910,12.179,21.004602475833,72.1917288917484,3.53236133492429,0.924839558470698,
Spain,2022,1345296618859.67,,,47786102,12.917,22.6550254835913,78.6275624641006,8.39057634118634,0.949623753156941,
Spain,2021,1267004457826.92,,,47443821,14.781,21.8740337716536,66.524588943191,3.09313511976412,0.84549413889045,43440479.727
Spain,2020,1187633217292.02,,36410000.0,47359424,15.532,20.6266482703898,59.4461280147076,-0.322753017299685,0.875506396987998,26557077.999
Spain,2019,1333521400432.69,,126170000.0,47118501,14.104,20.9088226144802,66.3662250440692,0.699518994458692,0.893276257067409,88237165.272
Spain,2018,1307871701701.25,,124456000.0,46782011,15.255,20.7061758213476,67.0094103982921,1.67498136863794,0.846772667108111,80706703.0
Spain,2017,1277275696051.09,,121717000.0,46571232,17.224,19.5656670290524,66.167446137857,1.95607633363965,0.885205508269372,71598374.0
Spain,2016,1241326362266.48,,115561000.0,46458139,19.635,19.0611122143393,63.1886778507294,-0.20259800042646,0.903421436257263,66674868.0
Spain,2015,1206164777553.12,,109834000.0,46422303,22.057,19.3734408230247,63.5820412248232,-0.50036570990325,0.901296423367096,60564041.0
Spain,2014,1159095455877.44,,107144000.0,46460733,24.441,18.1481477916625,63.39926213895,-0.151114837527205,0.752728196932603,53069339.0
Spain,2013,1141735527746.35,,103231000.0,46604197,26.094,17.412338687976,61.6687726441327,1.40858109183014,0.752945122701996,48056735.818
Spain,2012,1158267740898.69,,98128000.0,46773055,24.789,18.5944685336556,60.5540346961864,2.44612782366812,0.778338120416812,48089178.327112
Spain,2011,1192432281393.69,,99187000.0,46742697,21.39,20.7135839205008,58.5118228859632,3.19610188833784,0.718413898653317,52736140.9250126
Spain,2010,1200112046037.65,,93744000.0,46576897,19.86,22.3988413816153,52.6933699734019,1.79986457728772,0.754308990105961,52847712.6083233
Spain,2009,1198983535018.34,,91899000.0,46362946,17.857,23.3519417701936,46.8366899971109,-0.287813083535244,0.716957702016136,49289158.0
